"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	8647	66112731	10.7	13.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3520181	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	"Male"	"M"	"Black or African American"	"2054-5"	1472	11887774	20.1	12.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	25252	64642622	43.0	39.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	621027	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	"Female"	"F"	"Black or African American"	"2054-5"	220	3979092	7.3	5.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	"Female"	"F"	"White"	"2106-3"	4150	36811749	9.3	11.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	24	594701	12.0	4.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	"Male"	"M"	"Black or African American"	"2054-5"	396	3682158	18.6	10.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	12333	35731578	37.4	34.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	325118	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	"Female"	"F"	"Black or African American"	"2054-5"	23	542173	7.6	4.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	"Female"	"F"	"White"	"2106-3"	2334	18681169	9.1	12.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	18	320085	16.9	5.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	"Male"	"M"	"Black or African American"	"2054-5"	38	596889	18.3	6.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Iowa"	"19"	"Male"	"M"	"White"	"2106-3"	7755	18087559	40.8	42.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	440005	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"Female"	"F"	"Black or African American"	"2054-5"	67	1155713	8.0	5.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"Female"	"F"	"White"	"2106-3"	1866	16307887	9.1	11.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	417532	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"Male"	"M"	"Black or African American"	"2054-5"	123	1184566	21.2	10.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Kansas"	"20"	"Male"	"M"	"White"	"2106-3"	5830	15942426	37.8	36.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	313047	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	"Female"	"F"	"Black or African American"	"2054-5"	149	2218546	8.2	6.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	3003	25152002	9.9	11.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	287898	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	"Male"	"M"	"Black or African American"	"2054-5"	296	2147110	24.8	13.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	9184	24207196	40.6	37.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	453221	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	"Female"	"F"	"Black or African American"	"2054-5"	539	10009225	6.6	5.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	"Female"	"F"	"White"	"2106-3"	2134	19157719	9.0	11.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	39	450899	21.3	8.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	"Male"	"M"	"Black or African American"	"2054-5"	1087	9016919	20.0	12.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Louisiana"	"22"	"Male"	"M"	"White"	"2106-3"	7111	18616296	39.5	38.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	94163	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	"Female"	"F"	"Black or African American"	"2054-5"	0	83956	0.0	0.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	"Female"	"F"	"White"	"2106-3"	1542	8473210	13.5	18.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	74899	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	106786	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Maine"	"23"	"Male"	"M"	"White"	"2106-3"	4284	8077168	48.8	53.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	55	1870832	4.3	2.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	"Female"	"F"	"Black or African American"	"2054-5"	597	10732486	7.1	5.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	"Female"	"F"	"White"	"2106-3"	2882	21837793	10.4	13.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	147	1715297	14.7	8.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	"Male"	"M"	"Black or African American"	"2054-5"	980	9380024	17.6	10.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Maryland"	"24"	"Male"	"M"	"White"	"2106-3"	7997	21086879	38.5	37.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	43	2170570	3.5	2.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	"Female"	"F"	"Black or African American"	"2054-5"	131	3264611	5.9	4.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	"Female"	"F"	"White"	"2106-3"	6342	37666908	12.8	16.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	135	2040291	13.3	6.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	"Male"	"M"	"Black or African American"	"2054-5"	306	3034219	20.1	10.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	16618	35190501	46.7	47.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	29	1570013	3.4	1.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	671	10124456	8.0	6.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	7423	53806090	11.0	13.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	92	1526675	14.0	6.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	1270	9161199	22.3	13.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	22599	52424050	44.1	43.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	20	1296193	3.8	1.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	51	1619329	9.6	3.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	3659	30210008	9.9	12.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	57	1241817	15.0	4.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	135	1703006	26.8	7.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	11164	29644803	39.7	37.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	129426	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	235	5190364	5.5	4.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	"Female"	"F"	"White"	"2106-3"	902	8161605	8.3	11.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	117935	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	"Male"	"M"	"Black or African American"	"2054-5"	472	4615521	17.0	10.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Mississippi"	"28"	"Male"	"M"	"White"	"2106-3"	2882	7960175	34.8	36.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	644889	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	"Female"	"F"	"Black or African American"	"2054-5"	278	4755112	7.2	5.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	3800	32938199	8.9	11.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	592755	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	"Male"	"M"	"Black or African American"	"2054-5"	502	4268941	20.0	11.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	11821	31699465	36.9	37.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	51817	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	30466	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	"Female"	"F"	"White"	"2106-3"	737	5629392	10.1	13.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	39319	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	44045	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Montana"	"30"	"Male"	"M"	"White"	"2106-3"	2430	5643195	39.8	43.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	212130	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	"Female"	"F"	"Black or African American"	"2054-5"	28	551336	8.6	5.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	"Female"	"F"	"White"	"2106-3"	1237	10694411	9.0	11.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	198812	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	"Male"	"M"	"Black or African American"	"2054-5"	39	555505	14.1	7.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Nebraska"	"31"	"Male"	"M"	"White"	"2106-3"	3833	10464629	37.5	36.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	24	1073825	2.8	2.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	"Female"	"F"	"Black or African American"	"2054-5"	54	1125265	6.8	4.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	1299	10632826	11.7	12.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	69	917482	12.2	7.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	"Male"	"M"	"Black or African American"	"2054-5"	121	1149654	21.1	10.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Nevada"	"32"	"Male"	"M"	"White"	"2106-3"	4319	11130784	43.0	38.8
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	172168	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	95096	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	"Female"	"F"	"White"	"2106-3"	1280	8194630	13.3	15.6
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	160374	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	115524	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"New Hampshire"	"33"	"Male"	"M"	"White"	"2106-3"	3704	7950186	49.1	46.6
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	98	4350674	3.6	2.3
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	604	8863398	8.4	6.8
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	"Female"	"F"	"White"	"2106-3"	7548	44142025	12.7	17.1
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	339	4185738	15.4	8.1
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	1021	7919698	21.8	12.9
	"Urinary Bladder, invasive and in situ"	"29010"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	20953	42146768	48.7	49.7
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	220560	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	306560	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	917	10877698	7.2	8.4
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	189687	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	20	347185	11.4	5.8
	"Urinary Bladder, invasive and in situ"	"29010"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	2988	10597090	28.8	28.2
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	279	9108427	4.2	3.1
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	1267	24258276	5.9	5.2
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	15371	94364683	12.3	16.3
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	928	8673264	17.3	10.7
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	2324	20892887	17.9	11.1
	"Urinary Bladder, invasive and in situ"	"29010"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	42998	89777107	47.2	47.9
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	20	1242210	4.3	1.6
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	762	13518589	6.5	5.6
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	5048	42853802	9.5	11.8
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	68	1163510	16.5	5.8
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	1426	11972220	19.4	11.9
	"Urinary Bladder, invasive and in situ"	"29010"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	15692	41793060	39.4	37.5
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	37895	0.0	0.0
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	0	38890	0.0	0.0
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	"Female"	"F"	"White"	"2106-3"	474	3602391	9.6	13.2
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	36539	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	54700	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"North Dakota"	"38"	"Male"	"M"	"White"	"2106-3"	1556	3635549	39.8	42.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	25	1249202	3.5	2.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	"Female"	"F"	"Black or African American"	"2054-5"	620	9811825	7.2	6.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	8357	65102464	9.9	12.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	88	1168898	16.5	7.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	"Male"	"M"	"Black or African American"	"2054-5"	1189	8918410	20.8	13.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	24970	62240563	40.2	40.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	449372	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	"Female"	"F"	"Black or African American"	"2054-5"	101	1949626	7.1	5.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	2065	18897790	8.4	10.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	31	417817	19.4	7.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	"Male"	"M"	"Black or African American"	"2054-5"	194	1918361	19.7	10.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	6585	18426252	34.9	35.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	19	1042873	2.9	1.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	"Female"	"F"	"Black or African American"	"2054-5"	19	495785	6.7	3.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	2684	21840826	9.8	12.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	65	930425	13.3	7.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	"Male"	"M"	"Black or African American"	"2054-5"	51	564062	22.1	9.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	8449	21445804	39.2	39.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	40	2083978	3.4	1.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	718	9540248	8.3	7.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	12020	71632280	11.6	16.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	139	1981412	13.7	7.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	1269	8660896	23.3	14.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	35141	67866470	46.1	51.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	218164	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	"Female"	"F"	"Black or African American"	"2054-5"	22	497568	8.0	4.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	1234	6353945	14.3	19.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	200331	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	49	488001	20.9	10.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	3221	5889929	52.1	54.7
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	383320	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	519	8719044	6.8	6.0
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	2158	19550032	8.6	11.0
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	347200	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	728	7713239	15.0	9.4
	"Urinary Bladder, invasive and in situ"	"29010"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	7183	19047574	37.6	37.7
	"Urinary Bladder, invasive and in situ"	"29010"	"South Dakota"	"46"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	42287	0.0	0.0
	"Urinary Bladder, invasive and in situ"	"29010"	"South Dakota"	"46"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	47348	Suppressed	Suppressed
